alpha3,num_observations,num_observations_blocked,num_unique_sites_measured,num_unique_sites_blocked,alpha2,File Sharing and Storage,Reference,Information Technology,Instant Messaging,News and Media,Shopping,Advertising,Streaming Media and Download,Search Engines and Portals,Entertainment,Internet Radio and TV,Travel,Other Adult Materials,Business,Illegal or Unethical,Pornography,Newsgroups and Message Boards,Personal Websites and Blogs,Finance and Banking,Sports,Education,Government and Legal Organizations,Games,Malicious Websites,Content Servers,Auction,Arts and Culture,Real Estate,Web Analytics,Social Networking,Job Search,Domain Parking,Web-based Applications,Society and Lifestyles,Gambling,Internet Telephony,Web Hosting,Phishing,Web-based Email,Peer-to-peer File Sharing,Dating,Political Organizations,General Organizations,Not Rated,Newly Observed Domain,Global Religion,Armed Forces,Extremist Groups,Explicit Violence,Drug Abuse,Health and Wellness,Spam URLs,Secure Websites,Advocacy Organizations,Hacking,Marijuana,Proxy Avoidance,Web Chat,Sex Education,Information and Computer Security,Lingerie and Swimsuit,Discrimination,Meaningless Content,Restaurant and Dining,Charitable Organizations,Freeware and Software Downloads,Personal Vehicles,Dynamic DNS,Tobacco,Alcohol,Abortion,Online Meeting,Brokerage and Trading,Alternative Beliefs,Medicine,Child Education,Remote Access
SVK,333431,1039,6326,59,SK,0.09624639076034648,1.7324350336862369,0.09624639076034648,0.09624639076034648,12.415784408084697,0.0,0.0,0.0,0.48123195380173245,10.587102983638113,0.0,0.0,0.0,0.19249278152069296,0.28873917228103946,0.0,2.598652550529355,0.0,0.0,0.0,7.218479307025986,1.4436958614051973,10.202117420596728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1549566891241578,0.0,0.0,3.4648700673724737,0.8662175168431184,0.0,0.0,0.09624639076034648,7.218479307025986,0.0,0.0,0.28873917228103946,0.0,0.0,0.09624639076034648,0.09624639076034648,0.0,0.0,0.0,15.30317613089509,0.0,0.0,1.6361886429258903,0.0,0.0,11.838306063522618,0.0,0.0,0.0,7.410972088546679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0798845043310874,0.0,0.0,0.0,0.0
CHL,391557,358,12225,71,CL,0.0,2.793296089385475,0.0,0.27932960893854747,8.938547486033519,0.27932960893854747,0.0,0.0,0.5586592178770949,6.983240223463687,0.0,0.0,0.0,0.0,0.5586592178770949,0.0,3.910614525139665,0.0,0.0,0.0,11.731843575418994,0.8379888268156425,6.983240223463687,0.0,0.0,0.0,0.0,0.0,0.0,6.70391061452514,0.0,0.5586592178770949,0.0,0.5586592178770949,1.1173184357541899,1.675977653631285,0.27932960893854747,0.0,0.0,9.776536312849162,0.0,0.0,0.5586592178770949,0.0,0.0,0.27932960893854747,0.0,0.0,0.0,0.0,8.938547486033519,0.0,0.0,2.793296089385475,0.0,0.0,11.1731843575419,0.0,0.0,0.0,6.424581005586592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.307262569832402,0.0,0.0,0.0,0.0
CHN,154926,1223,6933,77,CN,0.0,6.868356500408831,0.9811937857726901,0.0,57.39983646770237,0.08176614881439084,0.0,0.0,0.6541291905151267,1.7988552739165986,0.0,0.08176614881439084,0.0,0.08176614881439084,0.1635322976287817,0.08176614881439084,1.1447260834014719,0.0,0.08176614881439084,0.0,3.515944399018806,0.24529844644317253,2.7800490596892886,0.0,0.0,0.0,0.0,0.0,0.0,0.4088307440719542,0.1635322976287817,0.0,0.0,0.08176614881439084,0.0,1.062959934587081,0.1635322976287817,0.0,0.0,3.597710547833197,0.08176614881439084,0.0,0.0,0.0,0.0,6.459525756336877,0.0,0.0,0.0,0.0,1.7170891251022078,0.0,0.0,3.188879803761243,0.0,0.0,3.515944399018806,0.0,0.0,0.0,1.9623875715453802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6353229762878168,0.0,0.0,0.0,0.0
LUX,439481,1501,6339,54,LU,0.0,0.7328447701532311,0.19986675549633579,0.0,10.0599600266489,0.7994670219853431,0.0,0.06662225183211193,0.06662225183211193,8.461025982678214,0.0,0.0,0.0,0.0,0.06662225183211193,0.0,0.46635576282478347,0.0,0.0,0.0,11.525649566955362,0.0,11.125916055962692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0659560293137909,0.0,0.0,0.0,0.9327115256495669,0.0,0.0,0.0,11.592271818787475,0.46635576282478347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98800799467022,0.0,0.0,0.7994670219853431,0.0,0.0,11.725516322451698,0.0,0.0,0.0,11.05929380413058,0.0,0.13324450366422386,0.0,0.0,0.06662225183211193,0.0,0.0,0.0,0.0,0.0,0.0,0.5996002664890073,0.0,0.0,0.0,0.0
IND,756905,43590,8035,790,IN,3.5512732278045425,0.3991741225051617,2.860747877953659,0.004588208304657031,8.866712548749714,0.08947006194081211,0.8304657031429227,9.199357650837348,1.4934618031658637,10.835053911447579,0.28676301904106444,0.20646937370956642,0.006882312456985547,0.653819683413627,4.634090387703602,1.1218169304886443,1.392521220463409,11.245698554714384,0.3739389768295481,0.06423491626519844,0.511585225969259,0.01605872906629961,0.4267033723331039,0.0,0.31429226886900663,0.011470520761642579,0.5299380591878872,0.0022941041523285156,0.0,26.636843312686395,0.0,0.9405827024546914,0.050470291351227346,0.22711631108052305,0.009176416609314062,0.057352603808212894,0.5666437256251434,1.6219316356962605,0.004588208304657031,0.5184675384262446,0.011470520761642579,0.6125258086717137,0.9933470979582473,0.01605872906629961,0.0022941041523285156,1.8490479467767837,1.0300527643955035,0.24546914429915118,0.0,0.006882312456985547,0.6377609543473274,0.0,0.0,0.4519385180087176,0.23170451938518008,0.0022941041523285156,0.4381738930947465,0.0,0.004588208304657031,0.0,0.24317504014682267,0.4473503097040606,0.10094058270245469,0.0022941041523285156,0.0,2.0211057582014225,0.0022941041523285156,0.0022941041523285156,0.0,0.004588208304657031,0.0,0.0,0.08029364533149805,0.0,0.0,0.0,0.0
SGP,87495,280,6551,26,SG,0.0,4.285714285714286,0.0,0.0,6.428571428571429,0.0,0.0,0.35714285714285715,0.0,4.285714285714286,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715,0.0,2.142857142857143,0.0,0.0,0.0,10.357142857142858,0.0,6.785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,3.2142857142857144,0.0,0.0,0.0,10.357142857142858,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9285714285714284,0.0,0.0,3.9285714285714284,0.0,0.0,33.92857142857143,0.0,0.0,0.0,6.071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
TWN,925056,648,7310,88,TW,0.15432098765432098,1.8518518518518519,2.1604938271604937,0.15432098765432098,7.253086419753086,0.7716049382716049,0.0,0.46296296296296297,3.8580246913580245,5.864197530864198,0.0,0.15432098765432098,0.0,0.0,0.6172839506172839,0.0,1.3888888888888888,0.0,0.15432098765432098,0.0,7.407407407407407,3.3950617283950617,16.512345679012345,0.0,0.0,0.15432098765432098,0.0,0.0,0.0,0.15432098765432098,0.0,3.3950617283950617,0.0,0.0,0.6172839506172839,2.623456790123457,0.0,0.0,0.15432098765432098,7.253086419753086,0.30864197530864196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15432098765432098,12.037037037037036,0.0,0.0,6.172839506172839,0.0,0.0,7.407407407407407,0.0,0.0,0.0,5.864197530864198,0.0,0.0,0.0,0.0,0.15432098765432098,0.0,0.0,0.15432098765432098,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0
MDA,353114,925,7574,63,MD,0.0,1.0810810810810811,0.21621621621621623,0.0,11.243243243243244,0.10810810810810811,0.10810810810810811,0.10810810810810811,1.0810810810810811,10.378378378378379,0.0,0.0,0.0,0.10810810810810811,0.21621621621621623,0.0,2.27027027027027,0.0,0.10810810810810811,0.10810810810810811,11.243243243243244,1.6216216216216217,11.675675675675675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0810810810810811,0.0,0.0,0.0,0.5405405405405406,0.0,0.0,0.32432432432432434,10.486486486486486,0.10810810810810811,0.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.837837837837839,0.0,0.0,1.0810810810810811,0.0,0.0,10.702702702702704,0.0,0.0,0.0,6.378378378378378,0.10810810810810811,0.0,0.0,0.0,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,3.4594594594594597,0.0,0.0,0.0,0.0
NOR,559106,1928,6347,46,NO,0.0,1.1929460580912863,0.05186721991701245,0.0,10.477178423236515,0.0,0.0,0.0,0.1037344398340249,8.558091286307054,0.05186721991701245,0.0,0.0,0.0,0.05186721991701245,0.0,0.9336099585062241,0.0,0.05186721991701245,0.05186721991701245,11.307053941908714,0.05186721991701245,11.099585062240664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112033195020747,0.0,0.0,0.0,1.037344398340249,0.0,0.0,0.05186721991701245,11.566390041493776,0.4149377593360996,0.0,1.5560165975103735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.064315352697097,0.0,0.0,1.1929460580912863,0.0,0.0,11.566390041493776,0.0,0.0,0.0,10.269709543568466,0.0,0.05186721991701245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9336099585062241,0.0,0.0,0.0,0.0
RUS,252983,3640,7077,340,RU,0.027472527472527472,0.6318681318681318,0.46703296703296704,0.41208791208791207,8.406593406593407,1.3186813186813187,0.027472527472527472,1.2912087912087913,4.835164835164835,0.6043956043956044,0.027472527472527472,0.027472527472527472,0.7692307692307693,1.620879120879121,1.3736263736263736,7.884615384615385,2.6648351648351647,22.060439560439562,0.08241758241758242,0.054945054945054944,1.3736263736263736,0.35714285714285715,1.456043956043956,0.0,0.0,0.10989010989010989,0.0,0.0,0.0,0.27472527472527475,0.0,0.0,0.0,0.0,18.406593406593405,0.38461538461538464,0.0,0.0,0.054945054945054944,1.4285714285714286,0.10989010989010989,1.978021978021978,0.38461538461538464,0.0,0.0,2.3626373626373627,0.7692307692307693,2.087912087912088,1.4835164835164836,2.2252747252747254,1.401098901098901,1.0164835164835164,0.0,0.6043956043956044,0.0,3.0494505494505493,2.032967032967033,0.0,0.0,0.027472527472527472,0.7967032967032966,0.7142857142857143,0.0,0.0,0.0,0.027472527472527472,0.0,0.0,0.027472527472527472,0.0,0.0,0.0,0.46703296703296704,0.0,0.0,0.0,0.0
AND,3436,10,1718,5,AD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,841765,2872,6464,44,CA,0.0,0.383008356545961,0.06963788300835655,0.0,11.107242339832869,0.06963788300835655,0.0,0.0,0.17409470752089137,10.828690807799443,0.0,0.0,0.0,0.7311977715877437,0.034818941504178275,0.0,0.6963788300835655,0.0,0.0,0.0,10.828690807799443,0.034818941504178275,11.211699164345404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34818941504178275,0.0,0.0,0.0,0.24373259052924792,0.0,0.0,0.0,11.176880222841225,0.20891364902506965,0.0,0.20891364902506965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.60306406685237,0.0,0.0,0.383008356545961,0.0,0.0,11.072423398328691,0.0,0.0,0.0,9.575208913649025,0.0,0.034818941504178275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749303621169917,0.0,0.0,0.0,0.0
SRB,86911,243,6225,28,RS,0.0,5.349794238683128,0.411522633744856,0.0,3.292181069958848,0.0,0.0,0.0,0.0,6.995884773662551,0.0,0.0,0.0,0.411522633744856,0.0,0.0,3.292181069958848,0.0,0.0,0.0,13.991769547325102,0.823045267489712,7.407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4691358024691357,0.0,0.0,0.0,14.40329218106996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23045267489712,0.0,0.0,5.761316872427984,0.0,0.0,13.991769547325102,0.0,0.0,0.0,8.641975308641975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.526748971193416,0.0,0.0,0.0,0.0
FIN,56847,182,6284,25,FI,0.0,3.2967032967032965,0.0,0.0,9.89010989010989,0.0,0.0,0.0,0.0,5.4945054945054945,0.0,0.0,0.0,0.0,0.0,0.0,2.197802197802198,0.0,0.0,0.0,12.637362637362637,0.0,9.340659340659341,0.0,0.0,0.0,0.0,0.0,0.0,0.5494505494505495,0.0,0.0,0.0,0.0,0.0,2.197802197802198,0.0,0.0,0.0,12.087912087912088,0.0,0.0,2.7472527472527473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89010989010989,0.0,0.0,3.2967032967032965,0.0,0.0,12.637362637362637,0.0,0.0,0.0,9.340659340659341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.395604395604396,0.0,0.0,0.0,0.0
MYS,203192,564,7500,40,MY,0.0,10.99290780141844,0.0,0.0,8.51063829787234,0.5319148936170213,0.0,0.0,0.1773049645390071,7.446808510638298,0.3546099290780142,0.0,0.0,0.0,0.0,3.0141843971631204,2.127659574468085,0.0,0.0,0.0,10.28368794326241,0.0,7.624113475177305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1773049645390071,1.7730496453900708,0.0,0.0,0.0,10.460992907801419,1.5957446808510638,0.0,1.2411347517730495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.170212765957446,0.0,0.0,2.3049645390070923,0.0,0.0,10.638297872340425,0.0,0.0,0.0,7.801418439716312,0.0,0.0,0.0,0.0,0.1773049645390071,0.0,0.0,0.0,0.0,0.0,0.0,1.5957446808510638,0.0,0.0,0.0,0.0
BEL,171878,595,3865,23,BE,0.0,0.0,0.0,0.0,9.915966386554622,0.16806722689075632,0.0,0.0,0.5042016806722689,9.915966386554622,0.0,0.0,0.0,0.0,0.16806722689075632,0.0,0.0,0.0,0.0,0.0,11.260504201680673,0.0,11.260504201680673,0.0,0.0,0.0,0.0,0.0,0.0,0.16806722689075632,0.0,1.3445378151260505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.260504201680673,0.16806722689075632,0.0,0.8403361344537815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.50420168067227,0.0,0.0,0.0,0.0,0.0,11.260504201680673,0.0,0.0,0.0,11.260504201680673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISL,111637,337,6328,30,IS,0.0,3.5608308605341246,0.0,0.0,12.462908011869436,0.0,0.0,0.0,0.5934718100890207,9.198813056379821,0.0,0.0,0.0,0.0,0.29673590504451036,0.0,2.6706231454005933,0.0,0.0,0.0,10.979228486646884,0.0,8.011869436201781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5608308605341246,0.0,0.0,0.0,10.682492581602373,0.0,0.0,0.5934718100890207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.056379821958457,0.0,0.0,3.5608308605341246,0.0,0.0,10.682492581602373,0.0,0.0,0.0,7.4183976261127595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6706231454005933,0.0,0.0,0.0,0.0
VEN,47188,39,4220,39,VE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.87179487179488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5641025641025643,0.0,0.0,2.5641025641025643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,162977,529,6325,42,PT,0.0,6.994328922495274,0.3780718336483932,0.0,11.720226843100189,0.1890359168241966,0.0,0.1890359168241966,0.7561436672967864,8.31758034026465,0.0,0.0,0.0,0.0,0.1890359168241966,0.0,2.6465028355387523,0.0,0.0,0.0,10.207939508506616,0.3780718336483932,7.183364839319471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5122873345935728,0.0,0.0,0.0,3.780718336483932,0.0,0.0,0.0,10.01890359168242,0.5671077504725898,0.0,0.5671077504725898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58601134215501,0.0,0.0,3.9697542533081287,0.0,0.0,10.207939508506616,0.0,0.0,0.0,6.238185255198488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.402646502835539,0.0,0.0,0.0,0.0
DNK,238171,803,6369,37,DK,0.0,1.6189290161892902,0.0,0.0,11.083437110834371,0.0,0.0,0.12453300124533001,0.12453300124533001,8.84184308841843,0.0,0.0,0.0,0.0,0.12453300124533001,0.0,0.9962640099626401,0.0,0.0,0.0,11.083437110834371,0.0,10.08717310087173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7471980074719801,0.0,0.0,0.0,1.2453300124533002,0.0,0.0,0.0,11.332503113325032,0.49813200498132004,0.0,1.36986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68742216687422,0.0,0.0,1.6189290161892902,0.0,0.0,11.332503113325032,0.0,0.0,0.0,9.838107098381071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2453300124533002,0.0,0.0,0.0,0.0
CZE,87396,275,6326,28,CZ,0.0,4.363636363636363,0.0,0.0,13.454545454545455,0.0,0.0,0.0,0.36363636363636365,9.090909090909092,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,3.272727272727273,0.0,0.0,0.0,11.272727272727273,0.36363636363636365,7.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.363636363636363,0.0,0.0,0.0,11.636363636363637,0.36363636363636365,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.636363636363637,0.0,0.0,0.0,0.0,0.0,11.636363636363637,0.0,0.0,0.0,6.909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5454545454545454,0.0,0.0,0.0,0.0
ISR,141356,462,6329,29,IL,0.0,2.5974025974025974,0.0,0.0,11.471861471861471,0.21645021645021645,0.0,0.0,0.8658008658008658,9.090909090909092,0.21645021645021645,0.0,0.0,0.0,0.21645021645021645,0.0,1.948051948051948,0.0,0.0,0.0,11.03896103896104,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7316017316017316,0.0,0.0,0.0,11.255411255411255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.151515151515152,0.0,0.0,2.5974025974025974,0.0,0.0,11.255411255411255,0.0,0.0,0.0,8.658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1645021645021645,0.0,0.0,0.0,0.0
TUR,74418,1819,6820,121,TR,1.594282572842221,1.319406267179769,0.0,0.0,22.429906542056074,0.10995052226498075,0.0,3.8482682792743264,0.10995052226498075,2.803738317757009,0.0,0.0,1.154480483782298,0.0,8.081363386476086,24.5739417262232,2.638812534359538,16.162726772952173,0.0,0.2748763056624519,1.0995052226498077,0.0,0.7146783947223749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8482682792743264,0.439802089059923,0.0,0.0,0.0,1.0995052226498077,0.0,0.0,1.9791094007696537,0.0,0.0,1.154480483782298,0.0,0.0,0.32985156679494226,0.0,0.2748763056624519,0.0,0.0,0.7696536558548653,0.0,0.0,1.0995052226498077,0.0,0.0,0.0,0.32985156679494226,0.0,1.154480483782298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6047278724573941,0.0,0.0,0.0,0.0
POL,203066,739,4738,40,PL,0.0,1.3531799729364005,0.13531799729364005,0.0,11.231393775372124,0.5412719891745602,0.0,0.13531799729364005,0.2706359945872801,9.472259810554803,0.0,0.0,0.0,0.0,0.4059539918809202,0.0,1.0825439783491204,0.0,0.0,0.0,10.013531799729364,0.0,10.148849797023004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3531799729364005,0.0,0.0,5.818673883626523,0.9472259810554804,0.0,0.0,0.0,10.148849797023004,0.2706359945872801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.373477672530445,0.0,0.0,0.2706359945872801,0.0,0.0,10.148849797023004,0.0,0.0,0.0,8.795669824086604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0825439783491204,0.0,0.0,0.0,0.0
DZA,74217,254,4841,25,DZ,0.0,1.5748031496062993,0.0,0.0,9.84251968503937,0.0,0.0,0.0,0.0,8.26771653543307,0.0,0.0,0.0,6.692913385826771,0.0,0.0,1.1811023622047243,0.0,0.0,0.0,11.023622047244094,0.0,9.84251968503937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1811023622047243,0.0,0.0,0.0,11.023622047244094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.748031496062993,0.0,0.0,1.5748031496062993,0.0,0.0,11.023622047244094,0.0,0.0,0.0,9.448818897637794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5748031496062993,0.0,0.0,0.0,0.0
BRA,1359574,1801,10888,65,BR,0.0,1.8878400888395337,0.1665741254858412,0.0,13.381454747362577,0.6107717934480844,0.0,0.1110494169905608,0.7218212104386452,11.160466407551361,0.0,0.0,0.0,0.0555247084952804,0.1110494169905608,0.1110494169905608,2.665186007773459,0.0,0.0,0.0,9.77234869516935,0.7773459189339256,11.715713492504165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994447529150472,0.0,1.5546918378678511,0.0,1.4436424208772904,0.0,0.0,0.0,9.883398112159911,0.1665741254858412,0.0,0.0555247084952804,0.0,0.0,0.1110494169905608,0.0,0.0,0.0,0.0,12.881732370905052,0.0,0.0,1.665741254858412,0.0,0.0,9.827873403664631,0.0,0.0,0.0,5.163797890061077,0.0,0.0,0.0,0.0,0.1110494169905608,0.0,0.0,0.0,0.0,0.0,0.0,2.887284841754581,0.0,0.0,0.0,0.0
SYC,253166,740,5325,38,SC,0.0,0.9459459459459459,0.2702702702702703,0.0,12.972972972972974,0.40540540540540543,0.0,0.0,0.13513513513513514,12.702702702702704,0.0,0.0,0.0,0.0,0.2702702702702703,0.0,2.1621621621621623,0.0,0.0,0.0,10.945945945945946,1.7567567567567568,7.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.2702702702702703,0.0,0.0,0.0,0.40540540540540543,0.0,0.0,0.0,11.08108108108108,0.13513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13513513513513514,0.0,16.486486486486488,0.0,0.0,0.8108108108108109,0.0,0.0,11.216216216216216,0.0,0.0,0.0,6.081081081081081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6486486486486487,0.0,0.0,0.0,0.0
SAU,130942,13842,2867,319,SA,0.6790926166738911,0.6718682271348071,2.3984973269758707,0.0,10.12136974425661,0.0,0.33954630833694555,0.33954630833694555,0.6646438375957232,0.6718682271348071,0.3250975292587776,0.0,2.6946972980783124,0.3323219187978616,2.3551509897413667,30.017338534893803,1.1920242739488514,1.0114145354717525,0.0,0.33954630833694555,1.3437364542696142,0.050570726773587635,0.10114145354717527,0.33954630833694555,0.0,0.0,0.0,0.0,0.0,0.15893656985984683,0.0,0.8958243028464095,0.0,1.3292876751914464,11.038867215720272,0.3323219187978616,0.0,0.0,0.0,0.0,1.3220632856523624,1.6905071521456436,2.7019216876173964,0.0,0.0,3.0631411645715936,0.0,0.0,0.3323219187978616,1.2064730530270191,0.3323219187978616,0.0,0.3323219187978616,0.9969657563935848,0.0,2.998121658719838,7.982950440687762,0.0,1.3292876751914464,0.33954630833694555,3.6338679381592254,0.3250975292587776,0.3323219187978616,0.0,0.0,0.0,0.0,0.33954630833694555,0.3250975292587776,0.0,0.0,0.0,0.0,0.6718682271348071,0.0,0.0,0.0
AUT,225205,720,5246,29,AT,0.0,0.9722222222222222,0.0,0.0,14.305555555555555,0.0,0.0,0.0,0.2777777777777778,12.36111111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.361111111111111,0.0,0.0,0.0,10.416666666666666,0.4166666666666667,10.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.555555555555555,0.1388888888888889,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52777777777778,0.0,0.0,0.9722222222222222,0.0,0.0,10.694444444444445,0.0,0.0,0.0,6.25,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.638888888888889,0.0,0.0,0.0,0.0
GRC,2556,9,2556,9,GR,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRI,34357,114,2894,16,CR,0.0,0.0,0.8771929824561403,0.0,15.789473684210526,0.0,0.0,0.0,0.0,14.912280701754385,0.0,0.0,0.0,0.0,0.0,0.0,3.508771929824561,0.0,0.0,0.0,10.526315789473685,0.0,10.526315789473685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.403508771929825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.280701754385966,0.0,0.0,0.0,0.0,0.0,11.403508771929825,0.0,0.0,0.0,3.508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,0.0,0.0,0.0,0.0
LIE,24850,81,3163,12,LI,0.0,9.876543209876543,0.0,0.0,19.753086419753085,0.0,0.0,0.0,0.0,9.876543209876543,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,7.407407407407407,0.0,0.0,0.0,9.876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.407407407407407,0.0,0.0,0.0,9.876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.876543209876543,0.0,0.0,9.876543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.938271604938271,0.0,0.0,0.0,0.0
